Journal,Journal Type,Year,Authors,Title,DOI/web address,Region of study,Period of study,Type of article,Sub-type of article,Data location,"Raw data in reuseable format (supp mat as excel or csv, or in reprository)",Phyto pictures present,OA,Open Journal,Other open access,Used ICPN 1.0,Full methods given,other details
Journal of Archaeological Science reports,Archaeological Science,2018,Parkinson e al.,A landscape of tells: geophysics and microstratigraphy at two Neolithic tell sites in the Great Hungarian Plain.,https://doi.org/10.1016/j.jasrep.2017.07.002,Hungary,Neolithic,Archaeological,,Graph,N,N,N,N,Research gate,Y,Y,No raw data. Graph of different types of phytoliths.
Journal of Archaeological Science reports,Archaeological Science,2018,Dantas and Figueroa,"Archaeometric contirbutions to agropastoral production research in Aguada society (Ambato valley, Catamarca).",https://doi.org/10.1016/j.jasrep.2017.05.049,Argentina,6th to 11th AD,Archaeological,,N,N,Y,N,N,Academia,N,N,No raw data. Phytolith results are discussed in the text.
Journal of Archaeological Science reports,Archaeological Science,2018,Luo et al.,Evidence for crop structure from phytoliths at the Dongzhao site on the Central Plains of China from Xinzhai to Erligang periods.,https://doi.org/10.1016/j.jasrep.2017.12.018,China,3800-3300 BP,Archaeological,,Graph,N,Y,N,N,Research gate,N,Y,"Strat graph in the text, data is described in the text but no raw data supplied with paper."
Journal of Archaeological Science reports,Archaeological Science,2018,Caramanica et al.,"Micro-remains, ENSO, and environmental reconstruction of El Paraiso, Peru, a late preceramic site.",https://doi.org/10.1016/j.jasrep.2017.11.026,Peru,8000-3800 BP,Archaeological,,Graph,N,Y,N,N,Repository,N,N,Presence/absence data given in a graph but no raw data - methods are referring to some articles but no clear method for phytoliths.
Journal of Archaeological Science reports,Archaeological Science,2017,King et al.,"Corn, beer and marine resources at Casas Grandes, Mexico: an analysis of prehistoric diets using microfossils recovered from dental calculus.",https://doi.org/10.1016/j.jasrep.2017.10.013,Mexico,700-1450 CE,Archaeological,,Table,N,Y,N,N,Academia,N,Y,Table of results but just number of phytoliths present in each sample - samples taken from dental calculus. 
Journal of Archaeological Science reports,Archaeological Science,2017,Lippi et al.,"Insights into the Copper-Bronze Age diet in Central Italy: plant microremains in dental calulus from Grotta dello Scoglietto (Southern Tuscany, Italy).",https://doi.org/10.1016/j.jasrep.2017.07.005,Italy,Copper-Bronze Age,Archaeological,,Table,N,Y,N,N,N - had to request,Y,N,Reference for method but no clear details. Raw count data is given in table in the text - per sample
Journal of Archaeological Science reports,Archaeological Science,2017,Premathilake et al.,"Phytoliths as indicators of Quaternary vegetation at the Palaeolithic site of Attirampakkam, India.",https://doi.org/10.1016/j.jasrep.2017.06.013,India,Palaeolithic,Archaeological,,Graph,N,Y,N,N,Academia,Y,Y,No raw data - strat graphs and lots of photos.
Journal of Archaeological Science reports,Archaeological Science,2017,Liu et al,Usewear and residue analyses of experimental harvesting stone tools for archaeological research.,https://doi.org/10.1016/j.jasrep.2017.06.018,China,,Methodological,T,N,N,Y,N,N,Research gate,Y,Y,pdf of details of experimental method and starch results.
Journal of Archaeological Science reports,Archaeological Science,2017,Premathilake et al.,Implications of phytolith records from an Early Historic megalithic burial site at Porunthal in Southern India.,https://doi.org/10.1016/j.jasrep.2016.12.025,India,Early Historic,Archaeological,,Graph,N,Y,N,N,N - had to request,Y,N,Stratigraphic graph of percentages for each morphotype per sample.
Journal of Archaeological Science reports,Archaeological Science,2016,Liu et al.,Plant-based subsistence strategies and development of complex societies in Neolithic Northeast China: evidence from grinding stones.,https://doi.org/10.1016/j.jasrep.2016.04.014,China,Neolithic,Archaeological,,Table,N,Y,N,N,N - had to request,N,Y,Table of counts from grinding stone extractions.
Journal of Archaeological Science reports,Archaeological Science,2015,Watling et al.,Subsistence practices among earthwork builders: phytolith evidence from archaeological sites in the southwest Amazonian interfluves.,https://doi.org/10.1016/j.jasrep.2015.10.014,Bolivia/Brazil,pre-Columbian,Archaeological,,Graph,N,Y,N,N,Research gate,Y,N,"No raw data given, strat graphs in the text, method described but not in full."
Journal of Archaeological Science reports,Archaeological Science,2015,Leonard et al.,Plant microremains in dental calculus as a record of plant consumption: a test with Twe forager-horticulturalists.,https://doi.org/10.1016/j.jasrep.2015.03.009,Namibia,,Methodological,T,Table,N,Y,N,N,Academia,Y,Y,Data in a table in the text. 
,,,,,,,,,,,,,,,,,,
Quaternary International,Archaeological Science,2018,Weisskopf,Elusive wild foods in South East Asian subsistence: Modern ethnography and archaeological phytoliths.,https://doi.org/10.1016/j.quaint.2016.09.028,Thailand,Neolithic,Methodological,T - ethnogra[hic study,Graph,N,Y,N,N,Academia,N,Y,Graphs of plant use per plant family per site location
Quaternary International,Archaeological Science,2018,Garcia-Granero et al.,"Cooking plant foods in the northern Aegan: microbotanical evidence form Neolithic Stravroupoli (Thessaloniki, Greece).",https://doi.org/10.1016/j.quaint.2017.04.007,Greece,Neolithic,Archaeological,,.xlsx,Y,Y,N,N,Academia,N,Y,Table of raw counts from pottery samples in the text. Graph of phytolith percentages from site samples.- as excel file. Also full method given in appendix.
Quaternary International,Archaeological Science,2018,Field et al.,"A palaeoenvironmental reconstruction of the Middle Pleistocene elephant butchery site at Marathousa, Megalopolis, Greece.",https://doi.org/10.1016/j.quaint.2018.06.014,Greece,Middle Pleistocene,Archaeological,,Graph,N,Y,Y,N,N/A,Y,Y,"Graphs of different morphotypes and plant types, table with phytolith densities per sample. No raw data counts."
Quaternary International,Archaeological Science,2018,Hayes et al.,Food or fibercraft? Grinding stones and Aboriginal use of Triodia grass (spinifex).,https://doi.org/10.1016/j.quaint.2016.08.010,Australia,,Methodological,MRP,Table,N,Y,N,N,Academia,N,Y,Table of data from examining modern plant reference and also samples from grinding stones.
Quaternary International,Archaeological Science,2018,Novello et al.,"Phytoliths in modern plants and soils from Klasies River, Cape Region (South Africa). ",https://doi.org/10.1016/j.quaint.2017.10.009,South Africa,,Methodological,"MRP, MRS",.xlsx,Y,Y,N,N,Research gate,Y,Y,"Table of data in the text per morphotype, soil and plant. Raw counts as excel spreadsheet."
Quaternary International,Archaeological Science,2017,Wouters et al.,Medieval markets: a soil micromorphological and archaeobotanical study of the urban stratigraphy of Lier (Belgium).,https://doi.org/10.1016/j.quaint.2017.03.002,Belgium,Medieval,Archaeological,,N,N,Y,N,N,Repository,Y,Y,Results are discussed in the text but there are no results tables or graphs for phytoliths.
Quaternary International,Archaeological Science,2017,Devos et al.,"An intergrated study of Dark Earth from the alluvial valley of the Senne river (Brussels, Belgium).",https://doi.org/10.1016/j.quaint.2016.06.025,Belgium,Medieval,Archaeological,,Table,N,N,N,N,Research gate,Y,Y,Summary tables of data are in the text and graphs of relative frequencies but no raw count data given. Pollen data as supp file.
Quaternary International,Archaeological Science,2017,Ntinou et al.,"Domestic and ritual use of plants and fuels in the neolithic cave of Alepotrypa, southern Peloponnese, Greece: the wood charcoal and phytolith evidence.",https://doi.org/10.1016/j.quaint.2016.11.028,Greece,Neolithic,Archaeological,,Graph,N,Y,N,N,N - had to request,Y,Y,"Detailed method given in the text, graph of phytolith results per sample, no raw count data - table of densities in the text."
Quaternary International,Archaeological Science,2017,Li et al. ,"Holocene climate reconstruction based on herbaceous phytolith indices from an AMS 14C-dated peat profile in the Changbai Mountains, northeast China.",https://doi.org/10.1016/j.quaint.2017.01.015,China,,Palaeoenvironmental,climate,Table,N,Y,N,N,N - had to request,Y,Y,"Table of phyto percentages but just average, range and median of ecah morphotype. Stratigraphic graphs percentage per sample."
Quaternary International,Archaeological Science,2017,Tripathi et al.,Late Quaternary climatic variability on the Central ganga Plain: a multi-proxy record from Karela Jheel (Lake).,https://doi.org/10.1016/j.quaint.2016.11.033,India,"17,000 to 2900 BP",Palaeoenvironmental,climate,Graph,N,Y,N,N,Research gate,Y,N,Strat graph of phytolith morpotypes and other proxy data - no raw count table. Method also has some detail but not full method instructions.
Quaternary International,Archaeological Science,2017,Nogue et al.,Phytolith analysis reveals the intensity of past land use change in the Western Ghats biodiversity hotspot.,https://doi.org/10.1016/j.quaint.2015.11.113,India,7500 BP to present,Palaeoenvironmental,,Graph,N,N,N,N,Repository,N,Y,Percentage of phytolith morphotypes - selected types and groups of plant types.
Quaternary International,Archaeological Science,2017,Rosen et al.,"Rising social complexity, agricultural intensification, and the earliest rice paddies on the Loess Plateau of northern China.",https://doi.org/10.1016/j.quaint.2015.10.013,China,Neolithic,Archaeological,,Table,N,Y,N,N,Research gate,N,Y,Results table for rice and non rice bulliforms -  no raw counts data.
Quaternary International,Archaeological Science,2017,Calegari et al.,"Potential of soil phytoliths, organic matter and carbon isotopes for small-scale differentiation of tropical rainforest vegetation: a pilot study from the campos nativos of the Atlantic Forest in Espirito Santos State (Brazil).",https://doi.org/10.1016/j.quaint.2016.01.023,Brazil,,Methodological,MRP,Table,N,Y,N,N,N - had to request,Y,Y,Table of number and percentage of selected morphotypes in the each sample in the text. Stratigraphic graphs in the text.
Quaternary International,Archaeological Science,2017,Bremond et al.,Past tree cover of the Congo Basin recoverd by phytoliths and d13C along soil profiles.,https://doi.org/10.1016/j.quaint.2015.11.150,Cameroon,,Palaeoenvironmental,MRS,pdf,N,Y,N,N,N - had to request,Y,Y,Strat graphs of soil profile data in the text. pdf raw data table.
Quaternary International,Archaeological Science,2017,Neumann et al.,"Taxonomic, ecologic and palaeoecological significance of leaf phytoliths in West African grasses.",https://doi.org/10.1016/j.quaint.2015.11.039,,,Methodological,MRP,.xlsx,Y,Y,N,N,N - had to request,Y,Y,supp data files include the raw phytolith counts.
Quaternary International,Archaeological Science,2017,Golyeva and Svirida,Quantitative distribution of phytoliths as reliable diagnostical criteria of ancient arable lands.,https://doi.org/10.1016/j.quaint.2015.12.062,Russia,800 yrs ago,Archaeological,,Graph,N,Y,N,N,N - had to request,Y,Y,Graph of content and distribution of phytoliths in samples - no raw counts.
Quaternary International,Archaeological Science,2017,Levin and Ayres,"Managed agroforests, swiddening, and the introduction of pigs in Pohnpei, Micronesia: phytolith evidence from an anthropogenic landscape.",https://doi.org/10.1016/j.quaint.2015.12.027,Micronesia,Historical,Archaeological,,Graph,N,Y,N,N,Research gate,N,N,"Percentage phytolith strat graph - method only some details given, not full instructions - no raw data counts."
Quaternary International,Archaeological Science,2017,Evett and Cuthrell,Testing phytolith analysis approaches to estimate the prehistoric anthropogenic burning regime on the central California coast.,https://doi.org/10.1016/j.quaint.2015.10.070,United States,Prehistoric,Archaeological,,Table,N,Y,N,N,N - had to request,N,N,Methods for examining fire recognition are given but the extraction method is not given in full detail. Table of absolute count totals is given the text bit no raw data.
Quaternary International,Archaeological Science,2017,Collura and Neumann,Wood and bark phytoliths of West African woody plants.,https://doi.org/10.1016/j.quaint.2015.12.070,,,Methodological,MRP,.xlsx,N,Y,N,N,N - had to request,Y,Y,Excel spreadsheet but not raw counts - frequency as codes.
Quaternary International,Archaeological Science,2017,Murungi et al.,"Alpine grassland palaeoecology of the Virunga Volcanoes, East Africa: a new phytolith record from Mt. Muhavura.",https://doi.org/10.1016/j.quaint.2016.01.015,Uganda,,Palaeoenvironmental,,Table,N,Y,N,N,N - had to request,Y,N,Some methods for extraction are referenced but full details not given. Table of percentages for morphotypes in ecah sample in the text. Stratigraphic graph of data in the text.
Quaternary International,Archaeological Science,2017,Out and Madella,Towards improved detection and identification of crop by-products: morphometric analysis of bilobate leaf phytoliths of Pennisetum glaucum and Sorghum bicolor.,https://doi.org/10.1016/j.quaint.2015.07.017,,,Methodological,M,.xlsx,Y,Y,N,N,Academia,N,Y,All data is provided in excel sheets. Also the use of open source software.
Quaternary International,Archaeological Science,2017,Esteban et al.,Modern soil phytolith assemblages used as proxies for Paleoscape reconstruction on the south coast of South Africa.,https://doi.org/10.1016/j.quaint.2016.01.037,South Africa,,Palaeoenvironmental,,.xlsx,N,Y,N,N,Research gate,Y,Y,"Data as supp data in spreadsheets but not raw counts - it is absolute counts. Data table of averages per morphotype from each vegetation type, and analysis graphs/triplot in the text. - have sent email to request the data."
Quaternary International,Archaeological Science,2017,Meister et al.,Desert agricultural systems at EBA Jawa (Jordan): integrating archaeological and palaeoenvironmental records.,https://doi.org/10.1016/j.quaint.2015.12.086,Jordan,3500-300 BCE,Archaeological,,Graph,N,Y,N,N,Research gate,Y,Y,"Graph of relative abundances of grouped morphotypes into plant parts, also tables and graphs of phytolith densities in the text."
Quaternary International,Archaeological Science,2017,Calegari et al.,Phytolith signature on the Araucaris Plateau - vegetation change evidence in Late Quaternary (South Brasil).,https://doi.org/10.1016/j.quaint.2015.11.095,Brazil,Upper Quaternary,Palaeoenvironmental,,Graph,N,Y,N,N,Research gate,Y,Y,Stratigraphic graphs of grouped morphotypes.
Quaternary International,Archaeological Science,2017,Coe et al.,"Dynamics of production and accumulation of phytolith assemblages in the Restinga of Marica, Rio De Janeiro, Brazil.",https://doi.org/10.1016/j.quaint.2015.10.071,Brazil,Quaternary,Palaeoenvironmental,,Graph,N,Y,N,N,Research gate,Y,N,Stratigraphic graph of morphotypes.
Quaternary International,Archaeological Science,2017,Babot et al.,An archaeobotanical perspective in the study of inflorescence phytoliths of wild grasses from arid and semi-arid environments of Argentina.,https://doi.org/10.1016/j.quaint.2016.02.045,Argentina,,Archaeological,MRP,.xlsx,Y,Y,N,N,Academia,Y,Y,Excel data tables as supplementary data - this looks like raw counts but badly labelled.
Quaternary International,Archaeological Science,2017,Portillo et al.,An ethnoarchaeological study of livestock dung fuels from cooking installations in northern Tunisia.,https://doi.org/10.1016/j.quaint.2015.12.040,Tunisia,,Archaeological,T,Table,N,Y,N,N,Research gate,Y,Y,Table of percentages and densities per gram of some phytolith groups per sample.
Quaternary International,Archaeological Science,2017,Rodrigues-Cintas and Cabanes,"Phytolith and FTIR studies applied to combustion structures: The case of the Middle Palaeolithic site of El Salt (Alcoy, Alicante).",https://doi.org/10.1016/j.quaint.2015.09.043,Spain,Middle Palaeolithic,Archaeological,,Graph,N,Y,N,N,Academia,Y,Y,Graph of percentages of phytolith morphotype groups and table of phytolith densities - no raw data. Katz method.
Quaternary International,Archaeological Science,2017,Xhauflair et al.,Use-related or contamination? Residue and use-wear mapping on stone tools used for experimental processing of plants from Southeast Asia.,https://doi.org/10.1016/j.quaint.2016.02.023,Philippines,,Methodological,T,Graph,N,Y,N,N,Research gate,Y,Y,Graphs of results for experiments of plant processing with stone tools. No raw counts. 
Quaternary International,Archaeological Science,2017,Fullager et al.,"Grinding grounds: function and distribution of grinding stones from an open site in the Pilbara, western Australia.",https://doi.org/10.1016/j.quaint.2015.11.141,Australia,,Archaeological,,Table,N,N,N,N,Research gate,N,Y,Table with the presence/absence data for phytoliths as whole from each stone tool.
Quaternary International,Archaeological Science,2016,Shang et al.,Point count estimation for articulated husk phytoliths of foxtail millet and its prospective use in agricultural archaeology.,https://doi.org/10.1016/j.quaint.2016.04.017,China,,Methodological,MRP,Table,N,N,N,N,N - had to request,N,Y,Table of averages and SD from the counting and measurements.
Quaternary International,Archaeological Science,2016,Qiu et al.,"Archaeobotanical analysis of diverse plant food resources and palaeovegetation at the Zhumucun site, a late Neolithic  settlement of the Liangzhu Culture in eats China.",https://doi.org/10.1016/j.quaint.2016.01.010,China,Late Neolithic,Archaeological,,N,N,Y,N,N,N - had to request,N,Y,No separate phytolith data.
Quaternary International,Archaeological Science,2016,Luo et al. ,"Phytolith records of rice agriculture during the Middle Neolithic in the middle recahers of Huai River region, China.",https://doi.org/10.1016/j.quaint.2016.03.010,China,Neolithic,Archaeological,,Graph,N,Y,N,N,Research gate,N,N,Some graphs of selected moprhotype data - no raw counts. Full method not given.
Quaternary International,Archaeological Science,2016,Wu et al. ,Phytolith evidence suggests early domesticated rice since 5600 cal a BP on Hainan Island of South China.,https://doi.org/10.1016/j.quaint.2016.01.008,China,5600 BP,Archaeological,,Graph,N,Y,N,N,Research gate,N,N,Stratigraphic graph of morphotypes at different depths. Full method not given.
Quaternary International,Archaeological Science,2016,Ma et al.,Rice bulliform phytoliths reveal the process of rice domestication in the neolithic Lower Yangtze River region.,https://doi.org/10.1016/j.quaint.2016.02.030,China,Neolithic,Archaeological,,Table,N,Y,N,N,Research gate,N,N,"Table of the counts of domestic bulliforms in the text, no full method given."
Quaternary International,Archaeological Science,2016,Chen et al.,"Plant use in the Lop Nor region of southern Xinjiang, China: archaeobotanical studies of the Yingpan cemetary (~25-420 AD).",https://doi.org/10.1016/j.quaint.2016.03.015,China,Eastern Han and Jin dynasties (~25-420 AD),Archaeological,,N,N,Y,N,N,Research gate,N,N,Data reported in the text and pictures.
Quaternary International,Archaeological Science,2016,Liu et al.,"Changing patterns of plant-based food production during the Neolithic and early Bronze Age in central-south Inner Mongolia, China: an interdisciplinary approach.",https://doi.org/10.1016/j.quaint.2015.02.002,China,Neolithic/Bronze Age,Archaeological,,Table,N,Y,N,N,Academia,N,Y,Table in the text has counts from stone tool extractions. 
Quaternary International,Archaeological Science,2016,Sheinkman et al.,First results from the Late Pleistocene paleosols in northern Western Siberia: implications for pedogenesis and landscape evolution at the end of MIS3.,https://doi.org/10.1016/j.quaint.2015.12.095,Russia,Late Pleistocene,Palaeoenvironmental,,N,N,N,N,N,Research gate,N,N,Phytolith data is mentioned in the text. No method given for phytoliths.
Quaternary International,Archaeological Science,2016,Jones et al.,"The cultural antiquity of rainforests: human-plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo.",https://doi.org/10.1016/j.quaint.2015.11.024,Malaysia,Mid-late Holocene,Archaeological,,Graph,N,Y,N,N,Research gate,N,Y,Stratigraphic graph of phytolith data - not sure if raw counts or percentages as not labelled well.
Quaternary International,Archaeological Science,2016,Polo-Diaz et al.,Management of residues and natural resources at San Critobal rock-shelter: Contribution to the characterisation of chalcolithic agropastoral groups in the Iberian Peninsula.,https://doi.org/10.1016/j.quaint.2016.02.013,Spain,Chalcolithic,Archaeological,,Table,N,Y,N,N,Research gate,N,Y,"Table of phytolith densities per sample, graphs of relative abundances of leave/stem and inflorescences of grasses and also graph of weathered morphotypes. Katz method. Picture of phytoliths in soil micromorphological samples."
Quaternary International,Archaeological Science,2016,Out et al.,Plant exploitation in Neolithic Sudan: A review in the light of new data from the cemeterties R12 and Ghaba.,https://doi.org/10.1016/j.quaint.2015.12.066,Sudan,Neolithic,Archaeological,,.xlsx,N,Y,N,N,Research gate,N,Y,Graph of phytolith percentages in the text - supp data includes excel of data from morphometric analysis (raw data) nut no raw data from phytolith counts.
Quaternary International,Archaeological Science,2016,Lucarini et al.,"The exploitation of wild plants in Neolithic North Africa. Use-wear and residue analysis on non-knapped stone tools from the Haua Fteah cave, Cyrenaica, Libya.",https://doi.org/10.1016/j.quaint.2015.11.109,Libya,Neolithic,Archaeological,,Table,N,Y,N,N,Research gate,Y,Y,Table of counts from extracted material from stone tools.
Quaternary International,Archaeological Science,2016,Hardy et al.,Dental calculus reveals potential respiratory irritants and ingestion of essential plant-based nutrients at Lower Palaeolithic Qesem Cave Israel.,https://doi.org/10.1016/j.quaint.2015.04.033,Israel,Lower Palaeolithic,Archaeological,,pdf,N,Y,N,N,Academia,N,Y,Table of results from analysis of dental calculus in the text - supp file (pdf) has a verbal description of phytolith data. 
Quaternary International,Archaeological Science,2016,Inoue et al.,The relationship between past vegetation type and fire frequency in western Japan inferred from phytolith and charcoal records in cumulative soils.,https://doi.org/10.1016/j.quaint.2015.02.039,Japan,5000 to 1000 yr ago,Palaeoenvironmental,,Graph,N,N,N,N,Research gate,Y,Y,Stratigraphic graph of percentages of phytolith per sample in soil profile.
Quaternary International,Archaeological Science,2016,Miyabuchi and Sugiyama,"90,000 year phytolith records from caldera rim to western foot of Aso Volcano, Japan: implications for vegetation history since catastrophic eruption.",https://doi.org/10.1016/j.quaint.2015.08.015,Japan,,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,Y,Y,Stratigraphic graphs of phytolith concentration per sample per gram of sediment - no raw data counts.
Quaternary International,Archaeological Science,2016,Ramsey and Rosen,Wedded to wetlands: exploring Late Pleistocene plant-use in the Eastern Levant.,https://doi.org/10.1016/j.quaint.2015.10.109,Jordan/Israel,Epipalaeolithic,Archaeological,,Graph,N,Y,N,N,Research gate,Y,Y,Graphs of percenatges and n per gram of different grouped phytoliths - no raw datac counts. 
Quaternary International,Archaeological Science,2016,Decaix et al.,"Vegetation and plant exploitation at Mentesh Tepe (Azerbaijan), 6th-3rd millennium BC initial results of the archaeobotanical study.",https://doi.org/10.1016/j.quaint.2015.02.050,Azerbaijan,Neolithic/Bronze Age,Archaeological,,Graph,N,Y,N,N,Research gate,Y,Y,Graph of phytolith percentages per morphotype per sample - no raw data tables of counts provided.
Quaternary International,Archaeological Science,2016,Gomez et al.,"Preliminary zooarchaeological analysis of Dupuy Rockshelter (La Toma, San Luis Province, Argentina): Faunal and palaeoenvironmental tendencies related to geoarcheological and phytoarchaeological evidence.",https://doi.org/10.1016/j.quaint.2015.09.005,Argentina,Late Holocene 340 BP,Archaeological,,N,N,Y,N,N,Research gate,Y,Y,Phytolith data is described in the text - phytoliths extracted from dental calculus.
Quaternary International,Archaeological Science,2015,Albert et al.,Reconstruction of ancient palm vegetation landscapes using a phytolith approach.,https://doi.org/10.1016/j.quaint.2014.06.067,Tanzania,,Palaeoenvironmental,MRS,Graph,N,Y,N,N,Research gate,Y,Y,"Katz method used. Graphs of grouped plant types percentages, tables of phytolith densities and presence/absence of phytolith morphotypes per site."
Quaternary International,Archaeological Science,2015,Solis-Castillo et al.,"Phytolith, stable carbon isotopes and micromorphology of a buried alluvial soil in Southern Mexico: a polychronous record of environmental change during Middle Holocene.",https://doi.org/10.1016/j.quaint.2014.06.043,Mexico,,Palaeoenvironmental,,Table,N,Y,N,N,Research gate,N,N,"Method full details not given, table of percentages of phytolith plant groups per sample."
Quaternary International,Archaeological Science,2015,Vecino et al.,Alteration of tropical forest vegetation from the Pleistocene-Holocene transition and plant cultivation from the end of early Holocene through middle Holocene in Northwest Colombia.,https://doi.org/10.1016/j.quaint.2014.09.018,Colombia,"10,000 to 3000 BP",Archaeological,,Graph,N,Y,N,N,N - had to request,N,Y,Phytolith data is on a pollen diagram. Only selected phytolith morphotypes - no raw counts provided.
Quaternary International,Archaeological Science,2014,Qiu et al.,"Paleo-environment and paleo-diet inferred from Early Bronze Age cow dung at Xiaohe Cemetery, Xianjiang, NW China.",https://doi.org/10.1016/j.quaint.2014.03.029,China,Bronze Age,Archaeological,,Graph,N,Y,N,N,N - had to request,Y,N,Stratigraphic graph showing the concentrations and percentages of phytolith morphotypes per sample - no raw data counts.
Quaternary International,Archaeological Science,2014,Guan et al.,"Plant use activities during the Upper Paleolithic in East Eurasia: evidence from the Shuidonggou site, Northwest China.",https://doi.org/10.1016/j.quaint.2014.04.007,China,Upper Palaeolithic,Archaeological,,Table,N,Y,N,N,Academia,Y,N,"Full description of method not given, table is presence/absence of phytolith on stone tools. "
Quaternary International,Archaeological Science,2014,Mandel et al.,"Geoarchaeology and paleoenvironmental context of the Beacon Island site, an Agate Basin (Paleoindian) bison kill in northwestern North Dakota, USA.",https://doi.org/10.1016/j.quaint.2014.06.073,United States,"10,300 BP",Archaeological,,Graph,N,N,N,N,Academia,N,Y,Method is described well in the text. Stratigraphic graph of some phytolith data in the text. No raw data counts.
Quaternary International,Archaeological Science,2014,Goman et al.,"Reconstructing the formation and land use history of the Mound 2 depression at Rio Viejo, Oaxaca, Mexico.",https://doi.org/10.1016/j.quaint.2014.02.028,Mexico,last 3000 years,Archaeological,,Table,N,N,N,N,Research gate,N,Y,Table of phytolith densities and also grouped grass counts per sample.
Quaternary International,Archaeological Science,2014,Ghosh et al.,"Late Quaternary climatic variability and vegetation response in Ziro Lake Basin, Eastern Himalaya: a multiproxy approach.",https://doi.org/10.1016/j.quaint.2014.01.046,India,"10,200 to 3800 years ago",Palaeoenvironmental,,Graph,N,N,N,N,Academia,N,N,Stratigraphic graph with different morphotypes - not clear what the figures are? Not labelled on graph - % are in the text. Supplementary data is isotope and pollen data. Method not given in full.
Quaternary International,Archaeological Science,2014,Das et al.,Phytolith spectra in respiratory aerial roots of some mangrove plants of the Indian Sunderbans and its efficacy in ancient deltaic environment reconstruction.,https://doi.org/10.1016/j.quaint.2013.11.025,India,,Methodological,MRP,Table,N,Y,N,N ,N - had to request,N,Y,Table of presence/absence results from plant extraction and graphs of percentages of morphotypes from soil extraction.
Quaternary International,Archaeological Science,2014,Misra and Bhattacharyya,Analysis of the late Holocene climate vis-à-vis vegetation dynamics along the southwest coast of India: Thrissur (Kerala).,https://doi.org/10.1016/j.quaint.2013.11.013,India,7270 to 3530 BP,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,N,Y,Graph of percentages of grouped morphotypes per sample.
Quaternary International,Archaeological Science,2014,Veena et al.,"A multi-proxy reconstruction of monsoon variability in the late Holocene, South India.",https://doi.org/10.1016/j.quaint.2013.10.026,India,4786 BC to 1860 AD,Palaeoenvironmental,,Graph,N,Y,N,N,Research gate,N,N,Stratigraphic graph of percentages of different morphotypes - no raw data counts. Method not given in full.
Quaternary International,Archaeological Science,2014,Li et al. ,"Response of phytoliths in Phragmites communis to elevated CO2 concentration in Songnen Grassland, China.",https://doi.org/10.1016/j.quaint.2013.10.007,China,,Methodological,MRP,Table,N,Y,N,N,Research gate,Y,Y,"Table of morphometric measurements taken - mean, SD and range - not the raw data. Graphs of data analysis in the text."
Quaternary International,Archaeological Science,2013,Salazar-Garcia et al.,Neanderthal diets in central and southeastern Mediterranean Iberia.,https://doi.org/10.1016/j.quaint.2013.06.007,Spain,Middle Palaeolithic,Archaeological,,Table,N,Y,N,N,Academia,Y,N,Full method not given. Table of counts from teeth samples given in text.
Quaternary International,Archaeological Science,2013,Devos et al.,"Studying urban stratigraphy: dark earth and a microstratified sequence on the site of the Court of Hoogstraeten (Brussels, Belgium). Integrating archaeopedology and phytolith analysis.",https://doi.org/10.1016/j.quaint.2013.07.024,Belgium,1000-270BP,Archaeological,,Graph,N,Y,N,N,N - had to request,Y,Y,Graphs of phytolith data. Thin section analysis.
Quaternary International,Archaeological Science,2013,Devos et al.,A soil micromorphological study on the origins of the early medieval trading centre of Antwerp (Belgium).,https://doi.org/10.1016/j.quaint.2013.07.014,Belgium,Medieval,Archaeological,,Table,N,Y,N,N,Research gate,Y,Y,Table of presence/absence of different morphotypes.
Quaternary International,Archaeological Science,2013,Liu et al.,Response of phytoliths in Phragmites communis to humidity in NE China.,https://doi.org/10.1016/j.quaint.2013.03.020,China,,Methodological,MRP,Table,N,Y,N,N,N - had to request,Y,Y,"Table of measurements of four different morphotypes - SD, mean, and range. No raw data provided."
Quaternary International,Archaeological Science,2013,Bretzke et al.,"The environmental context of Palaeolithic settlement at Jebel Faya, Emirate Sharjah, UAE.",https://doi.org/10.1016/j.quaint.2013.01.028,United Arab Emirates,Palaeolithic,Archaeological,,Graph,N,N,N,N,N - had to request,N,N,Stratigraphic graph of phytolith data - not sure if raw counts or percentages as not labelled well. % used in the test. Full method instructions not given.
Quaternary International,Archaeological Science,2013,Martinez et al.,"Geoarchaeological and paleoenvironmental context of the human settlement in the Eastern Tandila Range, Argentina.",https://doi.org/10.1016/j.quaint.2012.12.032,Argentina,9400-10500 BP,Archaeological,,Graph,N,Y,N,N,Research gate,N,Y,Stratigraphic graph of different phytolith morphotypes for each sample - not sure if raw counts or percentages as not labelled on the graph.
Quaternary International,Archaeological Science,2013,Erra et al.,"Paleoenvironment of the Toropi Formation (Upper Pleistocene) Corrientes Province (Mesopotamian region, Argentina): a phytolith approach.",https://doi.org/10.1016/j.quaint.2012.08.2110,Argentina,Upper Pleistocene,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,Y,Y,Stratigrahic graph of different phytolith morphotypes - percentages.
